"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YGL096W" "MATCH" "1" "TOS8" "S. cerevisiae" "Target Of Sbf" "831" "YGL096W" "S000003064" "ORF"
"YBR029C" "MATCH" "1" "CDS1" "S. cerevisiae" "CDP-Diacylglycerol Synthase" "1374" "YBR029C" "S000000233" "ORF"
"YIR004W" "MATCH" "1" "DJP1" "S. cerevisiae" "DnaJ Protein" "1299" "YIR004W" "S000001443" "ORF"
"YJL054W" "MATCH" "1" "TIM54" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "1437" "YJL054W" "S000003590" "ORF"
"YPR159W" "MATCH" "1" "KRE6" "S. cerevisiae" "Killer toxin REsistant" "2163" "YPR159W" "S000006363" "ORF"
"YLR446W" "MATCH" "1" "" "S. cerevisiae" "" "1302" "YLR446W" "S000004438" "ORF"
"YDR365C" "MATCH" "1" "ESF1" "S. cerevisiae" "Eighteen S rRNA Factor" "1887" "YDR365C" "S000002773" "ORF"
"YFR042W" "MATCH" "1" "KEG1" "S. cerevisiae" "Kre6-binding ER protein responsible for Glucan synthesis" "603" "YFR042W" "S000001938" "ORF"
"YLR314C" "MATCH" "1" "CDC3" "S. cerevisiae" "Cell Division Cycle" "1563" "YLR314C" "S000004306" "ORF"
"YLR447C" "MATCH" "1" "VMA6" "S. cerevisiae" "Vacuolar Membrane Atpase" "1038" "YLR447C" "S000004439" "ORF"
"YOR181W" "MATCH" "1" "LAS17" "S. cerevisiae" "" "1902" "YOR181W" "S000005707" "ORF"
"YGR238C" "MATCH" "1" "KEL2" "S. cerevisiae" "KELch repeat" "2649" "YGR238C" "S000003470" "ORF"
"YMR282C" "MATCH" "1" "AEP2" "S. cerevisiae" "ATPase ExPression" "1743" "YMR282C" "S000004895" "ORF"
"YDR363W" "MATCH" "1" "ESC2" "S. cerevisiae" "Establishment of Silent Chromatin" "1371" "YDR363W" "S000002771" "ORF"
"YOL132W" "MATCH" "1" "GAS4" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1416" "YOL132W" "S000005492" "ORF"
"YGR239C" "MATCH" "1" "PEX21" "S. cerevisiae" "PEroXin" "867" "YGR239C" "S000003471" "ORF"
"YPR025C" "MATCH" "1" "CCL1" "S. cerevisiae" "" "1182" "YPR025C" "S000006229" "ORF"
"YKL203C" "MATCH" "1" "TOR2" "S. cerevisiae" "Target Of Rapamycin" "7425" "YKL203C" "S000001686" "ORF"
"YLR448W" "MATCH" "1" "RPL6B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "915" "YLR448W" "S000004440" "ORF"
"YPR024W" "MATCH" "1" "YME1" "S. cerevisiae" "Yeast Mitochondrial Escape" "2244" "YPR024W" "S000006228" "ORF"
"YDR497C" "MATCH" "1" "ITR1" "S. cerevisiae" "myo-Inositol TRansporter" "1755" "YDR497C" "S000002905" "ORF"
"YGR105W" "MATCH" "1" "VMA21" "S. cerevisiae" "Vacuolar Membrane Atpase" "234" "YGR105W" "S000003337" "ORF"
"YLR315W" "MATCH" "1" "NKP2" "S. cerevisiae" "Non-essential Kinetochore Protein" "462" "YLR315W" "S000004307" "ORF"
"YFR044C" "MATCH" "1" "DUG1" "S. cerevisiae" "Deficient in Utilization of Glutathione" "1446" "YFR044C" "S000001940" "ORF"
"YHR073W" "MATCH" "1" "OSH3" "S. cerevisiae" "OxySterol binding protein Homolog" "2991" "YHR073W" "S000001115" "ORF"
"YHL024W" "MATCH" "1" "RIM4" "S. cerevisiae" "Regulator of IME2" "2142" "YHL024W" "S000001016" "ORF"
"YIR003W" "MATCH" "1" "AIM21" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "2040" "YIR003W" "S000001442" "ORF"
"YAL003W" "MATCH" "1" "EFB1" "S. cerevisiae" "Elongation Factor Beta" "987" "YAL003W" "S000000003" "ORF"
"YJL055W" "MATCH" "1" "LOG1" "S. cerevisiae" "LOnely Guy" "738" "YJL055W" "S000003591" "ORF"
"YDR231C" "MATCH" "1" "COX20" "S. cerevisiae" "Cytochrome c OXidase" "618" "YDR231C" "S000002639" "ORF"
"YDR364C" "MATCH" "1" "CDC40" "S. cerevisiae" "Cell Division Cycle" "1368" "YDR364C" "S000002772" "ORF"
"YJL056C" "MATCH" "1" "ZAP1" "S. cerevisiae" "Zinc-responsive Activator Protein" "2643" "YJL056C" "S000003592" "ORF"
"YML101C" "MATCH" "1" "CUE4" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "354" "YML101C" "S000004568" "ORF"
"YMR150C" "MATCH" "1" "IMP1" "S. cerevisiae" "Inner Membrane Protease" "573" "YMR150C" "S000004758" "ORF"
"YPL198W" "MATCH" "1" "RPL7B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "1551" "YPL198W" "S000006119" "ORF"
"YLR417W" "MATCH" "1" "VPS36" "S. cerevisiae" "Vacuolar Protein Sorting" "1701" "YLR417W" "S000004409" "ORF"
"YJL005W" "MATCH" "1" "CYR1" "S. cerevisiae" "CYclic AMP Requirement" "6081" "YJL005W" "S000003542" "ORF"
"YBR078W" "MATCH" "1" "ECM33" "S. cerevisiae" "ExtraCellular Mutant" "1620" "YBR078W" "S000000282" "ORF"
"YGR247W" "MATCH" "1" "CPD1" "S. cerevisiae" "Cyclic nucleotide PhosphoDiesterase" "720" "YGR247W" "S000003479" "ORF"
"YIL069C" "MATCH" "1" "RPS24B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "817" "YIL069C" "S000001331" "ORF"
"YOL080C" "MATCH" "1" "REX4" "S. cerevisiae" "Rna EXonuclease" "870" "YOL080C" "S000005440" "ORF"
"YOR229W" "MATCH" "1" "WTM2" "S. cerevisiae" "WD repeat containing Transcriptional Modulator" "1404" "YOR229W" "S000005755" "ORF"
"YPL065W" "MATCH" "1" "VPS28" "S. cerevisiae" "Vacuolar Protein Sorting" "729" "YPL065W" "S000005986" "ORF"
"YCR015C" "MATCH" "1" "CTO1" "S. cerevisiae" "Cold TOlerance" "954" "YCR015C" "S000000608" "ORF"
"YJR059W" "MATCH" "1" "PTK2" "S. cerevisiae" "Putative serine/Threonine protein Kinase" "2457" "YJR059W" "S000003820" "ORF"
"YFL039C" "MATCH" "1" "ACT1" "S. cerevisiae" "ACTin" "1437" "YFL039C" "S000001855" "ORF"
"YER060W" "MATCH" "1" "FCY21" "S. cerevisiae" "FluoroCYtosine resistance" "1587" "YER060W" "S000000862" "ORF"
"YNR026C" "MATCH" "1" "SEC12" "S. cerevisiae" "SECretory" "1416" "YNR026C" "S000005309" "ORF"
"YML035C" "MATCH" "1" "AMD1" "S. cerevisiae" "AMP Deaminase" "2433" "YML035C" "S000004498" "ORF"
"YNL238W" "MATCH" "1" "KEX2" "S. cerevisiae" "Killer EXpression defective" "2445" "YNL238W" "S000005182" "ORF"
"YBR079C" "MATCH" "1" "RPG1" "S. cerevisiae" "" "2895" "YBR079C" "S000000283" "ORF"
"YDR218C" "MATCH" "1" "SPR28" "S. cerevisiae" "SPorulation Regulated" "1272" "YDR218C" "S000002626" "ORF"
"YJL138C" "MATCH" "1" "TIF2" "S. cerevisiae" "Translation Initiation Factor" "1188" "YJL138C" "S000003674" "ORF"
"YMR260C" "MATCH" "1" "TIF11" "S. cerevisiae" "Translation Initiation Factor" "462" "YMR260C" "S000004873" "ORF"
"YHR091C" "MATCH" "1" "MSR1" "S. cerevisiae" "Mitochondrial tRNA Synthetase aRginine" "1932" "YHR091C" "S000001133" "ORF"
"YFL034C-B" "MATCH" "1" "MOB2" "S. cerevisiae" "Mps One Binder" "978" "YFL034C-B" "S000001859" "ORF"
"YCR014C" "MATCH" "1" "POL4" "S. cerevisiae" "POLymerase" "1749" "YCR014C" "S000000607" "ORF"
"YFR046C" "MATCH" "1" "CNN1" "S. cerevisiae" "Co-purified with NNf1p" "1086" "YFR046C" "S000001942" "ORF"
"YBL023C" "MATCH" "1" "MCM2" "S. cerevisiae" "MiniChromosome Maintenance" "2607" "YBL023C" "S000000119" "ORF"
"YDR520C" "MATCH" "1" "URC2" "S. cerevisiae" "URacil Catabolism" "2319" "YDR520C" "S000002928" "ORF"
"YDR216W" "MATCH" "1" "ADR1" "S. cerevisiae" "Alcohol Dehydrogenase II synthesis Regulator" "3972" "YDR216W" "S000002624" "ORF"
"YDR079C-A" "MATCH" "1" "TFB5" "S. cerevisiae" "" "219" "YDR079C-A" "S000007603" "ORF"
"YGR248W" "MATCH" "1" "SOL4" "S. cerevisiae" "Suppressor Of Los1-1" "768" "YGR248W" "S000003480" "ORF"
"YML034W" "MATCH" "1" "SRC1" "S. cerevisiae" "Spliced mRNA and Cell cycle regulated gene" "2631" "YML034W" "S000004497" "ORF"
"YIL068C" "MATCH" "1" "SEC6" "S. cerevisiae" "SECretory" "2418" "YIL068C" "S000001330" "ORF"
"YNL104C" "MATCH" "1" "LEU4" "S. cerevisiae" "LEUcine biosynthesis" "1860" "YNL104C" "S000005048" "ORF"
"YPL066W" "MATCH" "1" "RGL1" "S. cerevisiae" "Rho1 GEF Localizing" "1440" "YPL066W" "S000005987" "ORF"
"YJL139C" "MATCH" "1" "YUR1" "S. cerevisiae" "Yeast Unknown Reading frame" "1287" "YJL139C" "S000003675" "ORF"
"YLR418C" "MATCH" "1" "CDC73" "S. cerevisiae" "Cell Division Cycle" "1182" "YLR418C" "S000004410" "ORF"
"YNL237W" "MATCH" "1" "YTP1" "S. cerevisiae" "Yeast putative Transmembrane Protein" "1380" "YNL237W" "S000005181" "ORF"
"YPL199C" "MATCH" "1" "" "S. cerevisiae" "" "723" "YPL199C" "S000006120" "ORF"
"YLR190W" "MATCH" "1" "MMR1" "S. cerevisiae" "Mitochondrial Myo2p Receptor-related" "1476" "YLR190W" "S000004180" "ORF"
"YNR024W" "MATCH" "1" "MPP6" "S. cerevisiae" "M-Phase Phosphoprotein 6 homolog" "561" "YNR024W" "S000005307" "ORF"
"YFR045W" "MATCH" "1" "" "S. cerevisiae" "" "1002" "YFR045W" "S000001941" "ORF"
"YHR092C" "MATCH" "1" "HXT4" "S. cerevisiae" "HeXose Transporter" "1731" "YHR092C" "S000001134" "ORF"
"YDR217C" "MATCH" "1" "RAD9" "S. cerevisiae" "RADiation sensitive" "3930" "YDR217C" "S000002625" "ORF"
"YJL006C" "MATCH" "1" "CTK2" "S. cerevisiae" "Carboxy-Terminal domain Kinase" "972" "YJL006C" "S000003543" "ORF"
"YMR261C" "MATCH" "1" "TPS3" "S. cerevisiae" "Trehalose Phosphate Synthase" "3165" "YMR261C" "S000004874" "ORF"
"YNR028W" "MATCH" "1" "CPR8" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "927" "YNR028W" "S000005311" "ORF"
"YFL036W" "MATCH" "1" "RPO41" "S. cerevisiae" "RNA POlymerase" "4056" "YFL036W" "S000001858" "ORF"
"Q0080" "MATCH" "1" "ATP8" "S. cerevisiae" "ATP synthase" "147" "Q0080" "S000007267" "ORF"
"YFR047C" "MATCH" "1" "BNA6" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "888" "YFR047C" "S000001943" "ORF"
"YDR523C" "MATCH" "1" "SPS1" "S. cerevisiae" "SPorulation Specific" "1473" "YDR523C" "S000002931" "ORF"
"Q0085" "MATCH" "1" "ATP6" "S. cerevisiae" "ATP synthase" "780" "Q0085" "S000007268" "ORF"
"YBL022C" "MATCH" "1" "PIM1" "S. cerevisiae" "Proteolysis In Mitochondria" "3402" "YBL022C" "S000000118" "ORF"
"YOR227W" "MATCH" "1" "HER1" "S. cerevisiae" "Hmg2p ER Remodeling" "3741" "YOR227W" "S000005753" "ORF"
"YPL196W" "MATCH" "1" "OXR1" "S. cerevisiae" "OXidation Resistance" "822" "YPL196W" "S000006117" "ORF"
"YPL063W" "MATCH" "1" "TIM50" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "1431" "YPL063W" "S000005984" "ORF"
"YIL067C" "MATCH" "1" "" "S. cerevisiae" "" "2037" "YIL067C" "S000001329" "ORF"
"YNL103W" "MATCH" "1" "MET4" "S. cerevisiae" "METhionine requiring" "2019" "YNL103W" "S000005047" "ORF"
"YML037C" "MATCH" "1" "" "S. cerevisiae" "" "1023" "YML037C" "S000004501" "ORF"
"YNL236W" "MATCH" "1" "SIN4" "S. cerevisiae" "Switch INdependent" "2925" "YNL236W" "S000005180" "ORF"
"YBR076W" "MATCH" "1" "ECM8" "S. cerevisiae" "ExtraCellular Mutant" "1065" "YBR076W" "S000000280" "ORF"
"YCR012W" "MATCH" "1" "PGK1" "S. cerevisiae" "3-PhosphoGlycerate Kinase" "1251" "YCR012W" "S000000605" "ORF"
"YBR077C" "MATCH" "1" "SLM4" "S. cerevisiae" "Synthetic Lethal with Mss4" "489" "YBR077C" "S000000281" "ORF"
"YJR058C" "MATCH" "1" "APS2" "S. cerevisiae" "clathrin Associated Protein complex Small subunit" "444" "YJR058C" "S000003819" "ORF"
"YOL081W" "MATCH" "1" "IRA2" "S. cerevisiae" "Inhibitory Regulator of the RAS-cAMP pathway" "9240" "YOL081W" "S000005441" "ORF"
"YLR415C" "MATCH" "1" "" "S. cerevisiae" "" "339" "YLR415C" "S000004407" "ORF"
"YGR246C" "MATCH" "1" "BRF1" "S. cerevisiae" "B-Related Factor" "1791" "YGR246C" "S000003478" "ORF"
"YAL040C" "MATCH" "1" "CLN3" "S. cerevisiae" "CycLiN" "1743" "YAL040C" "S000000038" "ORF"
"YEL059C-A" "MATCH" "1" "SOM1" "S. cerevisiae" "SOrting Mitochondrial" "225" "YEL059C-A" "S000002954" "ORF"
"YNR027W" "MATCH" "1" "BUD17" "S. cerevisiae" "BUD site selection" "954" "YNR027W" "S000005310" "ORF"
"YFL037W" "MATCH" "1" "TUB2" "S. cerevisiae" "TUBulin" "1374" "YFL037W" "S000001857" "ORF"
"YGR113W" "MATCH" "1" "DAM1" "S. cerevisiae" "Duo1 And Mps1 interacting" "1032" "YGR113W" "S000003345" "ORF"
"YBL021C" "MATCH" "1" "HAP3" "S. cerevisiae" "Heme Activator Protein" "435" "YBL021C" "S000000117" "ORF"
"YOR359W" "MATCH" "1" "VTS1" "S. cerevisiae" "VTi1-2 Suppressor" "1572" "YOR359W" "S000005886" "ORF"
"YML036W" "MATCH" "1" "CGI121" "S. cerevisiae" "homolog of human CGI-121" "652" "YML036W" "S000004500" "ORF"
"YFL038C" "MATCH" "1" "YPT1" "S. cerevisiae" "Yeast Protein Two" "621" "YFL038C" "S000001856" "ORF"
"YIL066C" "MATCH" "1" "RNR3" "S. cerevisiae" "RiboNucleotide Reductase" "2610" "YIL066C" "S000001328" "ORF"
"YJL008C" "MATCH" "1" "CCT8" "S. cerevisiae" "Chaperonin Containing TCP-1" "1707" "YJL008C" "S000003545" "ORF"
"YNL102W" "MATCH" "1" "POL1" "S. cerevisiae" "POLymerase" "4407" "YNL102W" "S000005046" "ORF"
"YPL064C" "MATCH" "1" "CWC27" "S. cerevisiae" "Complexed With Cef1p" "906" "YPL064C" "S000005985" "ORF"
"YHR094C" "MATCH" "1" "HXT1" "S. cerevisiae" "HeXose Transporter" "1713" "YHR094C" "S000001136" "ORF"
"YOL082W" "MATCH" "1" "ATG19" "S. cerevisiae" "AuTophaGy related" "1248" "YOL082W" "S000005442" "ORF"
"YBL020W" "MATCH" "1" "RFT1" "S. cerevisiae" "Requiring Fifty-Three" "1725" "YBL020W" "S000000116" "ORF"
"YOR226C" "MATCH" "1" "ISU2" "S. cerevisiae" "IscU homolog" "471" "YOR226C" "S000005752" "ORF"
"YDR219C" "MATCH" "1" "MFB1" "S. cerevisiae" "Mitochondria-associated F-Box protein" "1398" "YDR219C" "S000002627" "ORF"
"YIR031C" "MATCH" "1" "DAL7" "S. cerevisiae" "Degradation of Allantoin" "1665" "YIR031C" "S000001470" "ORF"
"YCR011C" "MATCH" "1" "ADP1" "S. cerevisiae" "ATP-Dependent Permease" "3150" "YCR011C" "S000000604" "ORF"
"YJR055W" "MATCH" "1" "HIT1" "S. cerevisiae" "HIgh Temperature growth" "495" "YJR055W" "S000003816" "ORF"
"YLR194C" "MATCH" "1" "NCW2" "S. cerevisiae" "Novel Cell Wall protein" "765" "YLR194C" "S000004184" "ORF"
"YAL043C" "MATCH" "1" "PTA1" "S. cerevisiae" "Pre-Trna Accumulation" "2358" "YAL043C" "S000000041" "ORF"
"YIL064W" "MATCH" "1" "EFM4" "S. cerevisiae" "Elongation Factor Methyltransferase" "774" "YIL064W" "S000001326" "ORF"
"YDR213W" "MATCH" "1" "UPC2" "S. cerevisiae" "UPtake Control" "2742" "YDR213W" "S000002621" "ORF"
"YFL034W" "MATCH" "1" "MIL1" "S. cerevisiae" "Medium adaptin-Interacting Ligand" "3222" "YFL034W" "S000001860" "ORF"
"YGR110W" "MATCH" "1" "CLD1" "S. cerevisiae" "CardioLipin-specific Deacylase" "1338" "YGR110W" "S000003342" "ORF"
"YGR243W" "MATCH" "1" "MPC3" "S. cerevisiae" "Mitochondrial Pyruvate Carrier" "441" "YGR243W" "S000003475" "ORF"
"YMR263W" "MATCH" "1" "SAP30" "S. cerevisiae" "Sin3-Associated Polypeptide" "606" "YMR263W" "S000004876" "ORF"
"YNR022C" "MATCH" "1" "MRPL50" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "420" "YNR022C" "S000005305" "ORF"
"YPR160W" "MATCH" "1" "GPH1" "S. cerevisiae" "Glycogen PHosphorylase" "2709" "YPR160W" "S000006364" "ORF"
"YPL060W" "MATCH" "1" "MFM1" "S. cerevisiae" "Mrs2 Function Modulating factor" "1242" "YPL060W" "S000005981" "ORF"
"YIL065C" "MATCH" "1" "FIS1" "S. cerevisiae" "mitochondrial FISsion" "468" "YIL065C" "S000001327" "ORF"
"YBR252W" "MATCH" "1" "DUT1" "S. cerevisiae" "DUTp pyrophosphatase" "444" "YBR252W" "S000000456" "ORF"
"YPL193W" "MATCH" "1" "RSA1" "S. cerevisiae" "RiboSome Assembly" "1146" "YPL193W" "S000006114" "ORF"
"YJL133W" "MATCH" "1" "MRS3" "S. cerevisiae" "Mitochondrial RNA Splicing" "945" "YJL133W" "S000003669" "ORF"
"YAL042W" "MATCH" "1" "ERV46" "S. cerevisiae" "ER Vesicle" "1248" "YAL042W" "S000000040" "ORF"
"YML030W" "MATCH" "1" "RCF1" "S. cerevisiae" "Respiratory superComplex Factor" "480" "YML030W" "S000004492" "ORF"
"YJR056C" "MATCH" "1" "" "S. cerevisiae" "" "711" "YJR056C" "S000003817" "ORF"
"YMR131C" "MATCH" "1" "RRB1" "S. cerevisiae" "Regulator of Ribosome Biogenesis" "1536" "YMR131C" "S000004738" "ORF"
"YBR120C" "MATCH" "1" "CBP6" "S. cerevisiae" "Cytochrome B Protein synthesis" "489" "YBR120C" "S000000324" "ORF"
"YGR244C" "MATCH" "1" "LSC2" "S. cerevisiae" "Ligase of Succinyl-CoA" "1284" "YGR244C" "S000003476" "ORF"
"YLR060W" "MATCH" "1" "FRS1" "S. cerevisiae" "phenylalanyl (F)-tRNA Synthetase" "1788" "YLR060W" "S000004050" "ORF"
"YER065C" "MATCH" "1" "ICL1" "S. cerevisiae" "IsoCitrate Lyase" "1674" "YER065C" "S000000867" "ORF"
"YPR161C" "MATCH" "1" "SGV1" "S. cerevisiae" "Suppressor of Gpa1-Val50 mutation" "1974" "YPR161C" "S000006365" "ORF"
"YNR021W" "MATCH" "1" "" "S. cerevisiae" "" "1215" "YNR021W" "S000005304" "ORF"
"YOL083W" "MATCH" "1" "ATG34" "S. cerevisiae" "AuTophaGy related" "1239" "YOL083W" "S000005443" "ORF"
"YFR048W" "MATCH" "1" "RMD8" "S. cerevisiae" "Required for Meiotic nuclear Division" "1989" "YFR048W" "S000001944" "ORF"
"YKR039W" "MATCH" "1" "GAP1" "S. cerevisiae" "General Amino acid Permease" "1809" "YKR039W" "S000001747" "ORF"
"YKL070W" "MATCH" "1" "" "S. cerevisiae" "" "510" "YKL070W" "S000001553" "ORF"
"YDR479C" "MATCH" "1" "PEX29" "S. cerevisiae" "PEroXisome related" "1665" "YDR479C" "S000002887" "ORF"
"YDR212W" "MATCH" "1" "TCP1" "S. cerevisiae" "Tailless Complex Polypeptide" "1680" "YDR212W" "S000002620" "ORF"
"YCR010C" "MATCH" "1" "ADY2" "S. cerevisiae" "Accumulation of DYads" "852" "YCR010C" "S000000603" "ORF"
"YGR111W" "MATCH" "1" "" "S. cerevisiae" "" "1203" "YGR111W" "S000003343" "ORF"
"YPL195W" "MATCH" "1" "APL5" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2799" "YPL195W" "S000006116" "ORF"
"YDL074C" "MATCH" "1" "BRE1" "S. cerevisiae" "BREfeldin A sensitivity" "2103" "YDL074C" "S000002232" "ORF"
"YIR030C" "MATCH" "1" "DCG1" "S. cerevisiae" "Dal80p-Controlled Gene" "735" "YIR030C" "S000001469" "ORF"
"YMR264W" "MATCH" "1" "CUE1" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "612" "YMR264W" "S000004877" "ORF"
"YFR049W" "MATCH" "1" "YMR31" "S. cerevisiae" "Yeast Mitochondrial Ribosomal protein" "372" "YFR049W" "S000001945" "ORF"
"YPL061W" "MATCH" "1" "ALD6" "S. cerevisiae" "ALdehyde Dehydrogenase" "1503" "YPL061W" "S000005982" "ORF"
"YER063W" "MATCH" "1" "THO1" "S. cerevisiae" "suppressor of the Transcriptional defect of Hpr1 by Overexpression" "657" "YER063W" "S000000865" "ORF"
"YPL194W" "MATCH" "1" "DDC1" "S. cerevisiae" "DNA Damage Checkpoint" "1839" "YPL194W" "S000006115" "ORF"
"YAL041W" "MATCH" "1" "CDC24" "S. cerevisiae" "Cell Division Cycle" "2565" "YAL041W" "S000000039" "ORF"
"YBR253W" "MATCH" "1" "SRB6" "S. cerevisiae" "Suppressor of RNA polymerase B" "366" "YBR253W" "S000000457" "ORF"
"YDL073W" "MATCH" "1" "AHK1" "S. cerevisiae" "Associated with HKr1" "2955" "YDL073W" "S000002231" "ORF"
"YJL001W" "MATCH" "1" "PRE3" "S. cerevisiae" "PRoteinase yscE" "764" "YJL001W" "S000003538" "ORF"
"YJL134W" "MATCH" "1" "LCB3" "S. cerevisiae" "Long-Chain Base" "1230" "YJL134W" "S000003670" "ORF"
"YER064C" "MATCH" "1" "VHR2" "S. cerevisiae" "VHt1 Regulator" "1518" "YER064C" "S000000866" "ORF"
"YBR121C" "MATCH" "1" "GRS1" "S. cerevisiae" "Glycyl-tRNA Synthase" "2004" "YBR121C" "S000000325" "ORF"
"YDR478W" "MATCH" "1" "SNM1" "S. cerevisiae" "Suppressor of Nuclear Mitochondrial endoribonuclease" "597" "YDR478W" "S000002886" "ORF"
"YGR245C" "MATCH" "1" "SDA1" "S. cerevisiae" "Severe Depolymerization of Actin" "2304" "YGR245C" "S000003477" "ORF"
"YJL002C" "MATCH" "1" "OST1" "S. cerevisiae" "OligoSaccharylTransferase" "1431" "YJL002C" "S000003539" "ORF"
"YMR265C" "MATCH" "1" "" "S. cerevisiae" "" "1386" "YMR265C" "S000004878" "ORF"
"YDR346C" "MATCH" "1" "SVF1" "S. cerevisiae" "SurVival Factor" "1446" "YDR346C" "S000002754" "ORF"
"YMR132C" "MATCH" "1" "JLP2" "S. cerevisiae" "dnaJ-Like Protein" "627" "YMR132C" "S000004739" "ORF"
"YLR061W" "MATCH" "1" "RPL22A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "755" "YLR061W" "S000004051" "ORF"
"YBR254C" "MATCH" "1" "TRS20" "S. cerevisiae" "TRapp Subunit" "528" "YBR254C" "S000000458" "ORF"
"YJR053W" "MATCH" "1" "BFA1" "S. cerevisiae" "Byr-Four-Alike" "1725" "YJR053W" "S000003814" "ORF"
"YEL011W" "MATCH" "1" "GLC3" "S. cerevisiae" "GLyCogen" "2115" "YEL011W" "S000000737" "ORF"
"YLR419W" "MATCH" "1" "" "S. cerevisiae" "" "4308" "YLR419W" "S000004411" "ORF"
"YLR192C" "MATCH" "1" "HCR1" "S. cerevisiae" "High-Copy suppressor of Rpg1" "798" "YLR192C" "S000004182" "ORF"
"YFL033C" "MATCH" "1" "RIM15" "S. cerevisiae" "Regulator of IME2" "5313" "YFL033C" "S000001861" "ORF"
"YIL063C" "MATCH" "1" "YRB2" "S. cerevisiae" "Yeast Ran Binder" "984" "YIL063C" "S000001325" "ORF"
"YOL086C" "MATCH" "1" "ADH1" "S. cerevisiae" "Alcohol DeHydrogenase" "1047" "YOL086C" "S000005446" "ORF"
"YBR250W" "MATCH" "1" "SPO23" "S. cerevisiae" "SPOrulation" "1572" "YBR250W" "S000000454" "ORF"
"YDL070W" "MATCH" "1" "BDF2" "S. cerevisiae" "BromoDomain Factor" "1917" "YDL070W" "S000002228" "ORF"
"YLR191W" "MATCH" "1" "PEX13" "S. cerevisiae" "PEroXin" "1161" "YLR191W" "S000004181" "ORF"
"YPR163C" "MATCH" "1" "TIF3" "S. cerevisiae" "Translation Initiation Factor" "1311" "YPR163C" "S000006367" "ORF"
"Q0045" "MATCH" "1" "COX1" "S. cerevisiae" "Cytochrome c OXidase" "12884" "Q0045" "S000007260" "ORF"
"YPL192C" "MATCH" "1" "PRM3" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "402" "YPL192C" "S000006113" "ORF"
"YNL107W" "MATCH" "1" "YAF9" "S. cerevisiae" "Yeast homolog of the human leukemogenic protein AF9" "681" "YNL107W" "S000005051" "ORF"
"YJL136C" "MATCH" "1" "RPS21B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "724" "YJL136C" "S000003672" "ORF"
"YNR023W" "MATCH" "1" "SNF12" "S. cerevisiae" "Sucrose NonFermenting" "1701" "YNR023W" "S000005306" "ORF"
"YDR349C" "MATCH" "1" "YPS7" "S. cerevisiae" "YaPSin" "1791" "YDR349C" "S000002757" "ORF"
"YJR052W" "MATCH" "1" "RAD7" "S. cerevisiae" "RADiation sensitive" "1698" "YJR052W" "S000003813" "ORF"
"YDL072C" "MATCH" "1" "YET3" "S. cerevisiae" "Yeast Endoplasmic reticulum Transmembrane protein" "612" "YDL072C" "S000002230" "ORF"
"YIR032C" "MATCH" "1" "DAL3" "S. cerevisiae" "Degradation of Allantoin" "588" "YIR032C" "S000001471" "ORF"
"YLR193C" "MATCH" "1" "UPS1" "S. cerevisiae" "UnProceSsed" "528" "YLR193C" "S000004183" "ORF"
"YDR214W" "MATCH" "1" "AHA1" "S. cerevisiae" "Activator of Heat shock protein 90 ATPase" "1053" "YDR214W" "S000002622" "ORF"
"Q0050" "MATCH" "1" "AI1" "S. cerevisiae" "" "2505" "Q0050" "S000007261" "ORF"
"YDR347W" "MATCH" "1" "MRP1" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "966" "YDR347W" "S000002755" "ORF"
"YEL012W" "MATCH" "1" "UBC8" "S. cerevisiae" "UBiquitin-Conjugating" "780" "YEL012W" "S000000738" "ORF"
"YMR266W" "MATCH" "1" "RSN1" "S. cerevisiae" "Rescue of Sro7 at high Nacl" "2862" "YMR266W" "S000004879" "ORF"
"YNL106C" "MATCH" "1" "INP52" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "3552" "YNL106C" "S000005050" "ORF"
"YAL044C" "MATCH" "1" "GCV3" "S. cerevisiae" "GlyCine cleaVage" "513" "YAL044C" "S000000042" "ORF"
"YLL010C" "MATCH" "1" "PSR1" "S. cerevisiae" "Plasma membrane Sodium Response" "1284" "YLL010C" "S000003933" "ORF"
"YMR133W" "MATCH" "1" "REC114" "S. cerevisiae" "RECombination" "1403" "YMR133W" "S000004740" "ORF"
