Entry	Entry name	Status	Protein names	Gene names	Organism	Length
H2L0I4	H2L0I4_CAEEL	unreviewed	Lin-5 (Five) Interacting protein	lfi-1 CELE_ZC8.4 ZC8.4	Caenorhabditis elegans	2392
Q58AA4	Q58AA4_CAEEL	unreviewed	Uncharacterized protein	rde-2 CELE_F21C3.4 F21C3.4	Caenorhabditis elegans	570
A0A2K5ATY8	A0A2K5ATY8_CAEEL	unreviewed	Uncharacterized protein	CELE_F55C5.17 F55C5.17	Caenorhabditis elegans	12
A3FPK2	A3FPK2_CAEEL	unreviewed	G_PROTEIN_RECEP_F3_4 domain-containing protein	mgl-1 CELE_ZC506.4 ZC506.4	Caenorhabditis elegans	938
A0A0K3ATM4	A0A0K3ATM4_CAEEL	unreviewed	Formin HOmology Domain	fhod-1 C46H11.11 CELE_C46H11.11	Caenorhabditis elegans	1363
G8JYA7	G8JYA7_CAEEL	unreviewed	Nuclear receptor domain-containing protein	nhr-1 CELE_R09G11.2 R09G11.2	Caenorhabditis elegans	312
A0A5S9MMF7	A0A5S9MMF7_CAEEL	unreviewed	Suppressor of Pal-1	sop-3 CELE_Y71F9B.10	Caenorhabditis elegans	1383
Q5R3Y2	Q5R3Y2_CAEEL	unreviewed	MARVEL domain-containing protein	CELE_F28H1.4 F28H1.4	Caenorhabditis elegans	190
F5GU88	F5GU88_CAEEL	unreviewed	Plastocyanin-like domain-containing protein	CELE_F21D5.3 F21D5.3	Caenorhabditis elegans	249
D3YT54	D3YT54_CAEEL	unreviewed	Rho-GAP domain-containing protein	srgp-1 CELE_F12F6.5 F12F6.5	Caenorhabditis elegans	611
A5HW99	A5HW99_CAEEL	unreviewed	Dysbindin protein homolog	dsbn-1 CELE_Y106G6A.5 Y106G6A.5	Caenorhabditis elegans	179
G4SPY1	G4SPY1_CAEEL	unreviewed	Heterogeneous nuclear RibonucleoProtein U	hrpu-2 CELE_Y71G10AL.1 Y71G10AL.1	Caenorhabditis elegans	676
H9G334	H9G334_CAEEL	unreviewed	Uncharacterized protein	mlt-11 CELE_W01F3.3 W01F3.3	Caenorhabditis elegans	2373
Q21478	Q21478_CAEEL	unreviewed	DDHD domain-containing protein	ipla-1 CELE_M03A1.6 M03A1.6	Caenorhabditis elegans	765
C0P283	C0P283_CAEEL	unreviewed	GMP_PDE_delta domain-containing protein	unc-119 CELE_M142.1 M142.1	Caenorhabditis elegans	199
G4SDZ8	G4SDZ8_CAEEL	unreviewed	Uncharacterized protein	CELE_F16B3.3 F16B3.3	Caenorhabditis elegans	213
A0A0K3AT86	A0A0K3AT86_CAEEL	unreviewed	FiLamiN (Actin binding protein) homolog	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans	2271
A0A0K3ARB4	A0A0K3ARB4_CAEEL	unreviewed	HUN domain-containing protein	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans	1226
H2FLM1	H2FLM1_CAEEL	unreviewed	WD40 and FYVE domain protein	wdfy-3 C26H9A.2 CELE_C26H9A.2	Caenorhabditis elegans	3356
A0A2K5ATP5	A0A2K5ATP5_CAEEL	unreviewed	Uncharacterized protein	CELE_ZC328.8 ZC328.8	Caenorhabditis elegans	10
O44844	O44844_CAEEL	unreviewed	BRCT domain-containing protein	CELE_F33H12.1 F33H12.1	Caenorhabditis elegans	306
A0A061AD51	A0A061AD51_CAEEL	unreviewed	Uncharacterized protein	CELE_T12G3.2 T12G3.2	Caenorhabditis elegans	924
A0A2K5ATY2	A0A2K5ATY2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y32F6B.9 Y32F6B.9	Caenorhabditis elegans	19
O62109	O62109_CAEEL	unreviewed	Tr-type G domain-containing protein	efsc-1 selb-1 C47B2.7 CELE_C47B2.7	Caenorhabditis elegans	459
Q22752	Q22752_CAEEL	unreviewed	Dynein light chain roadblock	dyrb-1 CELE_T24H10.6 T24H10.6	Caenorhabditis elegans	95
U4PAQ6	U4PAQ6_CAEEL	unreviewed	Str_synth domain-containing protein	CELE_F57C2.5 F57C2.5	Caenorhabditis elegans	319
A0A1N7SZF8	A0A1N7SZF8_CAEEL	unreviewed	Ligand-Gated ion Channel	lgc-45 CELE_W10G11.16 W10G11.16	Caenorhabditis elegans	1034
A0A0K3AQX8	A0A0K3AQX8_CAEEL	unreviewed	Egg-laying defective protein 27	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans	891
Q19137	Q19137_CAEEL	unreviewed	Olfactomedin-like domain-containing protein	CELE_F07A5.4 F07A5.4	Caenorhabditis elegans	338
A0A131MB63	A0A131MB63_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-221 CELE_T24A6.8 T24A6.8	Caenorhabditis elegans	364
Q9XTY7	Q9XTY7_CAEEL	unreviewed	Uncharacterized protein	CELE_T03D8.6 T03D8.6	Caenorhabditis elegans	578
G5EG19	G5EG19_CAEEL	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	dhhc-4 CELE_ZK757.4 ZK757.4	Caenorhabditis elegans	371
H2KY73	H2KY73_CAEEL	unreviewed	GLutamate Receptor family (AMPA)	glr-4 C06A8.9 CELE_C06A8.9	Caenorhabditis elegans	877
G4SB35	G4SB35_CAEEL	unreviewed	ARID domain-containing protein	arid-1 CELE_Y108G3AL.7 Y108G3AL.7	Caenorhabditis elegans	1645
Q9N4W2	Q9N4W2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y46H3C.5 Y46H3C.5	Caenorhabditis elegans	172
P91186	P91186_CAEEL	unreviewed	Uncharacterized protein	C53C11.1 CELE_C53C11.1	Caenorhabditis elegans	216
Q9NAA8	Q9NAA8_CAEEL	unreviewed	SAM_MT_RSMB_NOP domain-containing protein	nsun-5 CELE_Y53F4B.4 Y53F4B.4	Caenorhabditis elegans	285
H2KYJ7	H2KYJ7_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-66 CELE_T09A12.4 T09A12.4	Caenorhabditis elegans	577
Q8I4L9	Q8I4L9_CAEEL	unreviewed	Uncharacterized protein	CELE_D1054.9 D1054.9	Caenorhabditis elegans	234
H9G2S6	H9G2S6_CAEEL	unreviewed	Transcription factor elt-1	elt-1 CELE_W09C2.1 W09C2.1	Caenorhabditis elegans	487
A0A0K3AVK6	A0A0K3AVK6_CAEEL	unreviewed	COesterase domain-containing protein	nlg-1 C40C9.5 CELE_C40C9.5	Caenorhabditis elegans	425
Q9NAH7	Q9NAH7_CAEEL	unreviewed	AMPKBI domain-containing protein	aakb-2 CELE_Y47D3A.15 Y47D3A.15	Caenorhabditis elegans	274
I2HAJ4	I2HAJ4_CAEEL	unreviewed	Uncharacterized protein	CELE_Y106G6H.6 Y106G6H.6	Caenorhabditis elegans	368
A0A131MBK4	A0A131MBK4_CAEEL	unreviewed	Cuticle collagen 99	col-99 CELE_F29C4.8 F29C4.8	Caenorhabditis elegans	684
P91305	P91305_CAEEL	unreviewed	F-box domain-containing protein	xrep-4 CELE_F46F11.6 F46F11.6	Caenorhabditis elegans	361
A5Z2V8	A5Z2V8_CAEEL	unreviewed	Uncharacterized protein	CELE_F02E9.5 F02E9.5	Caenorhabditis elegans	116
Q965K3	Q965K3_CAEEL	unreviewed	Dipeptidyl Peptidase Four (IV) family	dpf-3 CELE_K02F2.1 K02F2.1	Caenorhabditis elegans	927
K8ES54	K8ES54_CAEEL	unreviewed	Elongation of very long chain fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	elo-1 CELE_F56H11.4 F56H11.4	Caenorhabditis elegans	234
M1Z844	M1Z844_CAEEL	unreviewed	Uncharacterized protein	CELE_Y17G7B.21 Y17G7B.21	Caenorhabditis elegans	144
G5ECS9	G5ECS9_CAEEL	unreviewed	Calponin-homology (CH) domain-containing protein	cpt-2 CELE_R07H5.2 R07H5.2	Caenorhabditis elegans	646
A0A2K5ATQ2	A0A2K5ATQ2_CAEEL	unreviewed	Uncharacterized protein	CELE_W02D3.13 W02D3.13	Caenorhabditis elegans	21
G5EC94	G5EC94_CAEEL	unreviewed	Argonaute (Plant)-Like protein	alg-3 CELE_T22B3.2 T22B3.2	Caenorhabditis elegans	1032
H2L2L1	H2L2L1_CAEEL	unreviewed	LIM zinc-binding domain-containing protein	tag-273 CELE_Y57G11A.1 Y57G11A.1	Caenorhabditis elegans	818
Q86DD0	Q86DD0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y42G9A.3 Y42G9A.3	Caenorhabditis elegans	295
B6VQ85	B6VQ85_CAEEL	unreviewed	Structural maintenance of chromosomes protein 6	C23H4.6 CELE_C23H4.6	Caenorhabditis elegans	1087
A0A0K3AWG2	A0A0K3AWG2_CAEEL	unreviewed	Venom-Allergen-like Protein	vap-2 CELE_T05A10.5 T05A10.5	Caenorhabditis elegans	377
A0A0K3ASC5	A0A0K3ASC5_CAEEL	unreviewed	Homeobox domain-containing protein	unc-62 CELE_T28F12.2 T28F12.2	Caenorhabditis elegans	486
V6CK60	V6CK60_CAEEL	unreviewed	Lin-12 And Glp-1 phenotype	lag-1 CELE_K08B4.1 K08B4.1	Caenorhabditis elegans	627
Q17694	Q17694_CAEEL	unreviewed	SNAPc (Small Nuclear RNA Activating Complex) homolog	snpc-1.1 C06A8.2 CELE_C06A8.2	Caenorhabditis elegans	473
A0A5S9MMA9	A0A5S9MMA9_CAEEL	unreviewed	Serine Rich Adhesion Protein-like	srap-1 CELE_T06D8.1	Caenorhabditis elegans	3416
Q8I7K9	Q8I7K9_CAEEL	unreviewed	LIn-26 Related	lir-1 CELE_F18A1.3 F18A1.3	Caenorhabditis elegans	251
U4PEG5	U4PEG5_CAEEL	unreviewed	DENN domain type RAB GEF	denn-4 CELE_F52C12.4 F52C12.4	Caenorhabditis elegans	1535
Q8WQH2	Q8WQH2_CAEEL	unreviewed	Uncharacterized protein	B0001.8 CELE_B0001.8	Caenorhabditis elegans	490
U4PSA6	U4PSA6_CAEEL	unreviewed	Uncharacterized protein	CELE_Y37E11B.7 Y37E11B.7	Caenorhabditis elegans	86
Q86S24	Q86S24_CAEEL	unreviewed	BAG domain-containing protein	unc-23 CELE_H14N18.1 H14N18.1	Caenorhabditis elegans	399
A0A0K3ATC0	A0A0K3ATC0_CAEEL	unreviewed	DOMON domain-containing protein	tbh-1 CELE_H13N06.6 H13N06.6	Caenorhabditis elegans	606
E5QCF3	E5QCF3_CAEEL	unreviewed	Uncharacterized protein	C10G11.6 CELE_C10G11.6	Caenorhabditis elegans	366
Q0G826	Q0G826_CAEEL	unreviewed	PX domain-containing protein	snx-17 CELE_F17H10.3 F17H10.3	Caenorhabditis elegans	476
Q9XVN2	Q9XVN2_CAEEL	unreviewed	ZP domain-containing protein	cutl-7 CELE_F53B6.6 F53B6.6	Caenorhabditis elegans	535
S6FN28	S6FN28_CAEEL	unreviewed	ABC transporter domain-containing protein	abt-1 C24F3.5 CELE_C24F3.5	Caenorhabditis elegans	1479
H9G2Y7	H9G2Y7_CAEEL	unreviewed	Protein kinase C (EC 2.7.11.13)	pkc-1 CELE_F57F5.5 F57F5.5	Caenorhabditis elegans	763
H8ESE7	H8ESE7_CAEEL	unreviewed	SEC7 domain-containing protein	gbf-1 C24H11.7 CELE_C24H11.7	Caenorhabditis elegans	485
Q93616	Q93616_CAEEL	unreviewed	Uncharacterized protein	lsy-22 CELE_F27D4.2 F27D4.2	Caenorhabditis elegans	293
G5EG76	G5EG76_CAEEL	unreviewed	Uncharacterized protein	CELE_F10G8.8 F10G8.8	Caenorhabditis elegans	949
D5MCQ8	D5MCQ8_CAEEL	unreviewed	SUPpressor	sup-26 CELE_R10E4.2 R10E4.2	Caenorhabditis elegans	374
Q9XVL1	Q9XVL1_CAEEL	unreviewed	MARVEL domain-containing protein	CELE_K09G1.1 K09G1.1	Caenorhabditis elegans	211
X5M5S8	X5M5S8_CAEEL	unreviewed	CTP_transf_like domain-containing protein	pcyt-2.1 CELE_Y37E3.11 Y37E3.11	Caenorhabditis elegans	117
H9G2U5	H9G2U5_CAEEL	unreviewed	Dauer Up-Regulated	dur-1 CELE_F25H8.5 F25H8.5	Caenorhabditis elegans	249
Q95PV3	Q95PV3_CAEEL	unreviewed	C2H2-type domain-containing protein	syd-9 CELE_ZK867.1 ZK867.1	Caenorhabditis elegans	135
O44164	O44164_CAEEL	unreviewed	Uncharacterized protein	egl-2 CELE_F16B3.1 F16B3.1	Caenorhabditis elegans	956
H2L281	H2L281_CAEEL	unreviewed	ELRR (Extracellular Leucine-Rich Repeat) ONly	lron-14 CELE_T05A1.3 T05A1.3	Caenorhabditis elegans	331
X5M914	X5M914_CAEEL	unreviewed	Secretory carrier-associated membrane protein (Secretory carrier membrane protein)	scm-1 CELE_M01D7.2 M01D7.2	Caenorhabditis elegans	179
A0A0M7REM9	A0A0M7REM9_CAEEL	unreviewed	Uncharacterized protein	CELE_Y39F10C.1 Y39F10C.1	Caenorhabditis elegans	64
Q23183	Q23183_CAEEL	unreviewed	Uncharacterized protein	CELE_W06A11.1 W06A11.1	Caenorhabditis elegans	665
A0A5S9MMP1	A0A5S9MMP1_CAEEL	unreviewed	Kinesin-Like Protein	klp-3 CELE_T09A5.2	Caenorhabditis elegans	572
G5EFM4	G5EFM4_CAEEL	unreviewed	GAR domain-containing protein	vab-10 CELE_ZK1151.1 ZK1151.1	Caenorhabditis elegans	3571
V6CLP8	V6CLP8_CAEEL	unreviewed	ZM domain-containing protein	pqn-22 C46G7.4 CELE_C46G7.4	Caenorhabditis elegans	527
Q18477	Q18477_CAEEL	unreviewed	Hist_deacetyl domain-containing protein	hda-11 C35A5.9 CELE_C35A5.9	Caenorhabditis elegans	334
E3W732	E3W732_CAEEL	unreviewed	Uncharacterized protein	CELE_T24B8.4 T24B8.4	Caenorhabditis elegans	342
A0A061ACL3	A0A061ACL3_CAEEL	unreviewed	tRNA-synt_1e domain-containing protein	cars-1 CELE_Y23H5A.7 Y23H5A.7	Caenorhabditis elegans	754
A0A1N7SYW9	A0A1N7SYW9_CAEEL	unreviewed	Uncharacterized protein	CELE_T14B4.19 T14B4.19	Caenorhabditis elegans	139
A0A5S9MN87	A0A5S9MN87_CAEEL	unreviewed	MATH (Meprin-associated Traf homology) domain containing	math-42 CELE_T16A1.1	Caenorhabditis elegans	838
F5GUE6	F5GUE6_CAEEL	unreviewed	Equilibrative Nucleoside Transporter	ent-6 ent-7 CELE_F36H2.2 F36H2.2	Caenorhabditis elegans	342
A0A0K3ASH4	A0A0K3ASH4_CAEEL	unreviewed	Mic1 domain-containing protein	CELE_Y50D4A.4 Y50D4A.4	Caenorhabditis elegans	293
K8ESF3	K8ESF3_CAEEL	unreviewed	Histone acetyltransferase (EC 2.3.1.48)	lsy-12 CELE_R07B5.9 R07B5.9	Caenorhabditis elegans	1249
A0A0K3AVA9	A0A0K3AVA9_CAEEL	unreviewed	Nuclear hormone receptor family member nhr-86	nhr-86 CELE_Y40B10A.8 Y40B10A.8	Caenorhabditis elegans	404
H9G2U6	H9G2U6_CAEEL	unreviewed	Dauer Up-Regulated	dur-1 CELE_F25H8.5 F25H8.5	Caenorhabditis elegans	543
Q17483	Q17483_CAEEL	unreviewed	ARF7EP_C domain-containing protein	arle-14 B0336.5 CELE_B0336.5	Caenorhabditis elegans	201
A0A078BPN7	A0A078BPN7_CAEEL	unreviewed	Juxtamembrane domain-associated catenin	jac-1 CELE_Y105C5B.21 Y105C5B.21	Caenorhabditis elegans	1183
E8MDW2	E8MDW2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y105E8A.13 Y105E8A.13	Caenorhabditis elegans	147
A4GZK9	A4GZK9_CAEEL	unreviewed	Serpentine Receptor, class T	srt-61 CELE_T27C10.1 T27C10.1	Caenorhabditis elegans	347
Q95QV7	Q95QV7_CAEEL	unreviewed	RRM domain-containing protein	tiar-1 C18A3.5 CELE_C18A3.5	Caenorhabditis elegans	376
D3DEL7	D3DEL7_CAEEL	unreviewed	Juxtamembrane domain-associated catenin	jac-1 CELE_Y105C5B.21 Y105C5B.21	Caenorhabditis elegans	1181
Q3Y409	Q3Y409_CAEEL	unreviewed	LysM domain-containing protein	lmd-3 CELE_F52E1.13 F52E1.13	Caenorhabditis elegans	830
H2KZ83	H2KZ83_CAEEL	unreviewed	Uncharacterized protein	C37A2.8 CELE_C37A2.8	Caenorhabditis elegans	93
G5EG75	G5EG75_CAEEL	unreviewed	MFS domain-containing protein	CELE_F45E10.2 F45E10.2	Caenorhabditis elegans	504
A0A0K3AS26	A0A0K3AS26_CAEEL	unreviewed	Ion_trans domain-containing protein	ocr-2 CELE_T09A12.3 T09A12.3	Caenorhabditis elegans	476
V6CLV6	V6CLV6_CAEEL	unreviewed	ZM domain-containing protein	pqn-22 C46G7.4 CELE_C46G7.4	Caenorhabditis elegans	946
B2D6N0	B2D6N0_CAEEL	unreviewed	HTH CENPB-type domain-containing protein	CELE_K04G2.7 K04G2.7	Caenorhabditis elegans	200
A0A0K3AWS4	A0A0K3AWS4_CAEEL	unreviewed	Egg-laying defective protein 27	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans	1095
Q9GYM5	Q9GYM5_CAEEL	unreviewed	Uncharacterized protein	CELE_M60.7 M60.7	Caenorhabditis elegans	468
O44780	O44780_CAEEL	unreviewed	GlycosylPhosphatidylinositol Anchor Attachment 1 homolog	gpaa-1 hpo-3 CELE_F33D11.9 F33D11.9	Caenorhabditis elegans	282
Q86FP2	Q86FP2_CAEEL	unreviewed	Cation-transporting ATPase (EC 7.2.2.-)	catp-7 CELE_Y59H11AR.2 Y59H11AR.2	Caenorhabditis elegans	1111
Q9N595	Q9N595_CAEEL	unreviewed	Elongator complex protein 1	elpc-1 CELE_Y110A7A.16 Y110A7A.16	Caenorhabditis elegans	1211
O44137	O44137_CAEEL	unreviewed	Uncharacterized protein	C50A2.3 CELE_C50A2.3	Caenorhabditis elegans	186
Q2L6Y3	Q2L6Y3_CAEEL	unreviewed	Uncharacterized protein	CELE_R12C12.6 R12C12.6	Caenorhabditis elegans	128
Q7YX88	Q7YX88_CAEEL	unreviewed	Uncharacterized protein	C15H11.11 CELE_C15H11.11	Caenorhabditis elegans	95
J7SA48	J7SA48_CAEEL	unreviewed	DUF5110 domain-containing protein	aagr-3 CELE_F40F9.6 F40F9.6	Caenorhabditis elegans	659
A0A0M9JJ73	A0A0M9JJ73_CAEEL	unreviewed	Pseudouridine synthase (EC 5.4.99.-)	CELE_K07E8.7 K07E8.7	Caenorhabditis elegans	421
H2KZX2	H2KZX2_CAEEL	unreviewed	FLi1-Associated Protein homolog	flap-1 CELE_F57B9.7 F57B9.7	Caenorhabditis elegans	353
A0A131MAX2	A0A131MAX2_CAEEL	unreviewed	ABC transporter domain-containing protein	wht-3 C16C10.12 CELE_C16C10.12	Caenorhabditis elegans	600
A0A0K3AY30	A0A0K3AY30_CAEEL	unreviewed	SyNapTotagmin	snt-5 CELE_R12A1.2 R12A1.2	Caenorhabditis elegans	391
H2L0F6	H2L0F6_CAEEL	unreviewed	GEX Interacting protein	gei-4 CELE_W07B3.2 W07B3.2	Caenorhabditis elegans	568
C2BR98	C2BR98_CAEEL	unreviewed	Uncharacterized protein	CELE_Y34F4.6 Y34F4.6	Caenorhabditis elegans	104
Q7YTT0	Q7YTT0_CAEEL	unreviewed	Uncharacterized protein	CELE_F58D5.2 F58D5.2	Caenorhabditis elegans	62
H2KZL8	H2KZL8_CAEEL	unreviewed	5'-nucleotidase (EC 3.1.3.5)	CELE_F25B5.3 F25B5.3	Caenorhabditis elegans	352
A0A2K5AU15	A0A2K5AU15_CAEEL	unreviewed	Uncharacterized protein	CELE_T04C10.11 T04C10.11	Caenorhabditis elegans	53
K8FDY0	K8FDY0_CAEEL	unreviewed	Uncharacterized protein	hpo-34 CELE_F29G6.3 F29G6.3	Caenorhabditis elegans	1801
A0A0K3AUB5	A0A0K3AUB5_CAEEL	unreviewed	DH domain-containing protein	CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans	1006
Q8IG49	Q8IG49_CAEEL	unreviewed	RRM domain-containing protein	tiar-1 C18A3.5 CELE_C18A3.5	Caenorhabditis elegans	295
Q20599	Q20599_CAEEL	unreviewed	Uncharacterized protein	CELE_F49E10.2 F49E10.2	Caenorhabditis elegans	790
U4PF68	U4PF68_CAEEL	unreviewed	Uncharacterized protein	CELE_Y76B12C.6 Y76B12C.6	Caenorhabditis elegans	551
Q23196	Q23196_CAEEL	unreviewed	Uncharacterized protein	CELE_W06B4.1 W06B4.1	Caenorhabditis elegans	408
Q9TZ55	Q9TZ55_CAEEL	unreviewed	MiRP K channel accessory Subunit	mps-2 CELE_K01A2.8 K01A2.8	Caenorhabditis elegans	159
L8E955	L8E955_CAEEL	unreviewed	Uncharacterized protein	CELE_R11D1.1 R11D1.1	Caenorhabditis elegans	618
Q7Z121	Q7Z121_CAEEL	unreviewed	C-type lectin domain-containing protein	clec-266 C25B8.4 CELE_C25B8.4	Caenorhabditis elegans	145
Q9N4N8	Q9N4N8_CAEEL	unreviewed	Insulin/EGF-Receptor L Domain protein	irld-63 CELE_ZK355.1 ZK355.1	Caenorhabditis elegans	492
A4UVM4	A4UVM4_CAEEL	unreviewed	Uncharacterized protein	CELE_R06A10.5 R06A10.5	Caenorhabditis elegans	60
Q22678	Q22678_CAEEL	unreviewed	SP (Specificity Protein) Transcription Factor	sptf-2 CELE_T22C8.5 T22C8.5	Caenorhabditis elegans	166
G2HK18	G2HK18_CAEEL	unreviewed	Ribonuclease P/MRP protein subunit POP5	popl-5 CELE_Y66A7A.2 Y66A7A.2	Caenorhabditis elegans	59
Q9NF23	Q9NF23_CAEEL	unreviewed	Glutaredoxin domain-containing protein	CELE_Y105E8A.1 Y105E8A.1	Caenorhabditis elegans	132
Q0G839	Q0G839_CAEEL	unreviewed	PKS_ER domain-containing protein	CELE_M106.3 M106.3	Caenorhabditis elegans	365
Q7K711	Q7K711_CAEEL	unreviewed	Rab-GAP TBC domain-containing protein	tbc-17 CELE_Y46G5A.1 Y46G5A.1	Caenorhabditis elegans	1009
H2L0N5	H2L0N5_CAEEL	unreviewed	THO Complex (Transcription factor/nuclear export) subunit	thoc-5 CELE_Y32H12A.2 Y32H12A.2	Caenorhabditis elegans	597
D6VPB5	D6VPB5_CAEEL	unreviewed	Uncharacterized protein	CELE_Y39B6A.43 Y39B6A.43	Caenorhabditis elegans	582
A0A2C9C332	A0A2C9C332_CAEEL	unreviewed	Muscle M-line assembly protein unc-89	unc-89 C09D1.1 CELE_C09D1.1	Caenorhabditis elegans	6968
Q7JP54	Q7JP54_CAEEL	unreviewed	NR LBD domain-containing protein	nhr-109 CELE_T12C9.5 T12C9.5	Caenorhabditis elegans	318
A0A0K3AVQ9	A0A0K3AVQ9_CAEEL	unreviewed	Protein kinase C	mrck-1 CELE_K08B12.5 K08B12.5	Caenorhabditis elegans	1312
Q18355	Q18355_CAEEL	unreviewed	RING-type domain-containing protein	C32D5.11 CELE_C32D5.11	Caenorhabditis elegans	728
F1LIL9	F1LIL9_CAEEL	unreviewed	F-box domain-containing protein	CELE_F31D5.7 F31D5.7	Caenorhabditis elegans	281
P91266	P91266_CAEEL	unreviewed	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100)	icmt-1 CELE_F21F3.3 F21F3.3	Caenorhabditis elegans	295
O16636	O16636_CAEEL	unreviewed	NEPrilysin metallopeptidase family	nep-18 CELE_K02F6.9 K02F6.9	Caenorhabditis elegans	701
O44622	O44622_CAEEL	unreviewed	BPTI/Kunitz inhibitor domain-containing protein	CELE_K11D12.7 K11D12.7	Caenorhabditis elegans	187
O01531	O01531_CAEEL	unreviewed	Peptidase A1 domain-containing protein	asp-12 CELE_F21F8.4 F21F8.4	Caenorhabditis elegans	395
Q95ZR6	Q95ZR6_CAEEL	unreviewed	MARVEL domain-containing protein	CELE_K09G1.1 K09G1.1	Caenorhabditis elegans	199
D5MCR5	D5MCR5_CAEEL	unreviewed	SUPpressor	sup-26 CELE_R10E4.2 R10E4.2	Caenorhabditis elegans	371
Q7JPE4	Q7JPE4_CAEEL	unreviewed	GyrI-like domain-containing protein	CELE_T24H7.9 T24H7.9	Caenorhabditis elegans	239
Q22995	Q22995_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-16 CELE_F56B6.5 F56B6.5	Caenorhabditis elegans	426
V6CKB8	V6CKB8_CAEEL	unreviewed	Zinc finger putative Transcription Factor family	ztf-3 C53D5.4 CELE_C53D5.4	Caenorhabditis elegans	151
Q21621	Q21621_CAEEL	unreviewed	RFS-1 Interacting Partner	rip-1 CELE_R01H10.5 R01H10.5	Caenorhabditis elegans	209
A9Z1J8	A9Z1J8_CAEEL	unreviewed	Uncharacterized protein	B0303.7 CELE_B0303.7	Caenorhabditis elegans	467
Q8MQ80	Q8MQ80_CAEEL	unreviewed	NHR domain-containing protein	CELE_F10D7.5 F10D7.5	Caenorhabditis elegans	170
H1ZUV3	H1ZUV3_CAEEL	unreviewed	Uncharacterized protein	CELE_F07E5.12 F07E5.12	Caenorhabditis elegans	168
K8ESE2	K8ESE2_CAEEL	unreviewed	CystaTHionine gamma lyase	cth-1 CELE_F22B8.6 F22B8.6	Caenorhabditis elegans	361
A0A0K3AXL9	A0A0K3AXL9_CAEEL	unreviewed	Uncharacterized protein	C05E4.15 CELE_C05E4.15	Caenorhabditis elegans	239
A0A0K3AXR8	A0A0K3AXR8_CAEEL	unreviewed	Uncharacterized protein	CELE_F31F4.11 F31F4.11	Caenorhabditis elegans	324
Q8MQ20	Q8MQ20_CAEEL	unreviewed	Kinesin motor domain-containing protein	klp-4 CELE_F56E3.3 F56E3.3	Caenorhabditis elegans	1576
Q18817	Q18817_CAEEL	unreviewed	Tubulin beta chain	ben-1 C54C6.2 CELE_C54C6.2	Caenorhabditis elegans	444
Q564W2	Q564W2_CAEEL	unreviewed	Uncharacterized protein	CELE_F28F8.9 F28F8.9	Caenorhabditis elegans	177
O45226	O45226_CAEEL	unreviewed	60S ribosomal protein L29	rpl-29 B0513.3 CELE_B0513.3	Caenorhabditis elegans	62
C1P640	C1P640_CAEEL	unreviewed	Laminin-like protein epi-1	epi-1 CELE_K08C7.3 K08C7.3	Caenorhabditis elegans	3683
H2L2A3	H2L2A3_CAEEL	unreviewed	Uncharacterized protein	CELE_F40F8.5 F40F8.5	Caenorhabditis elegans	404
O62020	O62020_CAEEL	unreviewed	Uncharacterized protein	lin-66 B0513.1 CELE_B0513.1	Caenorhabditis elegans	627
O01922	O01922_CAEEL	unreviewed	WSN domain-containing protein	CELE_R155.4 R155.4	Caenorhabditis elegans	873
A3QM99	A3QM99_CAEEL	unreviewed	Uncharacterized protein	C50E10.1 CELE_C50E10.1	Caenorhabditis elegans	122
Q9TZA4	Q9TZA4_CAEEL	unreviewed	MATH domain-containing protein	math-18 C40A11.1 CELE_C40A11.1	Caenorhabditis elegans	273
O76627	O76627_CAEEL	unreviewed	Uncharacterized protein	CELE_Y57G7A.2 Y57G7A.2	Caenorhabditis elegans	177
H2KYQ7	H2KYQ7_CAEEL	unreviewed	RGS domain-containing protein	rgs-7 CELE_F56B6.2 F56B6.2	Caenorhabditis elegans	240
D5MCQ1	D5MCQ1_CAEEL	unreviewed	SUPpressor	sup-26 CELE_R10E4.2 R10E4.2	Caenorhabditis elegans	354
E2JL06	E2JL06_CAEEL	unreviewed	YchF-GTPase_C domain-containing protein	ola-1 CELE_W08E3.3 W08E3.3	Caenorhabditis elegans	125
Q8ITZ0	Q8ITZ0_CAEEL	unreviewed	Probable fumarate hydratase, mitochondrial	fum-1 CELE_H14A12.2 H14A12.2	Caenorhabditis elegans	328
